repo_id,robot_type,total_episodes,total_frames,camera_keys
villekuosmanen/agilex_push_mirror_surface,arx5_bimanual,20,6503,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_badminton_in_order,arx5_bimanual,20,16906,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_cup_behind_laptop,arx5_bimanual,20,9318,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_cup_front_laptop,arx5_bimanual,20,11238,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_cup_left_laptop,arx5_bimanual,20,11834,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_cup_right_laptop,arx5_bimanual,20,11931,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_glasses_into_box,arx5_bimanual,20,13159,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_glue_into_box_yellow_light,arx5_bimanual,20,4435,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_ice_scoop_in_box_messy_table,arx5_bimanual,20,8397,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_ice_scoop_in_box_tidy_table,arx5_bimanual,20,8629,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_kiwifruit_into_box_yellow_light,arx5_bimanual,20,4529,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_kiwi_on_doll,arx5_bimanual,20,4632,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_putmajiangintobox,arx5_bimanual,20,13705,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_marker_pen_in_cup,arx5_bimanual,19,6964,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_mouse_on_pad,arx5_bimanual,19,6867,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_object_into_cabinet,arx5_bimanual,20,14855,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_object_into_drawer,arx5_bimanual,20,14833,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_orange_into_box,arx5_bimanual,20,9727,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_orange_into_microwave,arx5_bimanual,20,15310,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_orange_paperbox,arx5_bimanual,51,8041,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_paper_cup_jsh,arx5_bimanual,20,4643,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_paper_upside_down,arx5_bimanual,20,4231,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_rag_on_laptop_blue,arx5_bimanual,20,8949,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_rag_on_laptop_orange,arx5_bimanual,20,9161,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_rag_on_laptop_purple,arx5_bimanual,20,8573,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_rag_on_laptop_yellow,arx5_bimanual,20,7785,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_rubbish_in_carton,arx5_bimanual,20,8076,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_snack_into_microwave,arx5_bimanual,20,13268,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_spitballs_in_carton,arx5_bimanual,20,10302,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_spitballs_in_carton_2,arx5_bimanual,40,16960,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_put_sponge_in_box,arx5_bimanual,20,6214,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
hegdearyandev/test_task_v01,so100,30,18273,"observation.images.webcam-0,observation.images.phone"
villekuosmanen/agilex_put_sponge_into_drawer,arx5_bimanual,23,11655,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_redirect_magiccube,arx5_bimanual,21,7618,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_robot_dog_backward,arx5_bimanual,20,11263,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
aractingi/push_cube_square_reward_1,so100,10,4035,"observation.images.front,observation.images.side"
villekuosmanen/agilex_robot_dog_forward,arx5_bimanual,18,8474,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
aractingi/push_cube_square_reward_1_cropped_resized,so100,10,4035,"observation.images.front,observation.images.side"
villekuosmanen/agilex_robot_dog_forward_2,arx5_bimanual,50,19499,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_roll_dice,arx5_bimanual,20,5339,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
aractingi/push_cube_square_light_reward,so100,20,8451,"observation.images.front,observation.images.side"
villekuosmanen/agilex_roll_dice_and_compare,arx5_bimanual,13,10829,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_search_wipe_glass_water,arx5_bimanual,20,10947,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_shake_glass,arx5_bimanual,40,17985,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
aractingi/push_cube_square_light_offline_demo,so100,20,1765,"observation.images.front,observation.images.side"
aractingi/push_cube_square_light_offline_demo_cropped_resized,so100,20,1765,"observation.images.front,observation.images.side"
villekuosmanen/agilex_shovel_ice_into_cup,arx5_bimanual,19,13245,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_sort_fruits,arx5_bimanual,20,20237,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_sortmahjong,arx5_bimanual,19,22261,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_sort_toy_by_color,arx5_bimanual,20,9765,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_sort_toy_by_size,arx5_bimanual,20,8567,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_spell_car,arx5_bimanual,10,12753,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_spell_cool,arx5_bimanual,10,8420,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_spell_dog,arx5_bimanual,10,10481,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_spell_love,arx5_bimanual,10,9607,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_spell_sky,arx5_bimanual,10,8178,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_spell_sun,arx5_bimanual,10,8280,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_spell_yes,arx5_bimanual,10,13595,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_stack_can,arx5_bimanual,20,13665,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
Henry-Ellis/Z1_DualArm_PourCoffee,Unitree_Z1_Dual,331,443144,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_stack_cap_on_apple_yellow_light,arx5_bimanual,20,5959,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_stack_cup,arx5_bimanual,20,13266,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
aractingi/push_cube_square_offline_demo,so100,20,2346,"observation.images.front,observation.images.side"
aractingi/push_cube_square_offline_demo_cropped_resized,so100,20,2346,"observation.images.front,observation.images.side"
villekuosmanen/agilex_stack_letter_block_easy,arx5_bimanual,19,6113,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_stack_letter_cube_2,arx5_bimanual,20,6588,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_stack_letter_brick,arx5_bimanual,20,8708,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_stack_magiccube_on_glass_yellow_light,arx5_bimanual,20,5154,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_stack_tomato_cans,arx5_bimanual,20,7075,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_stack_tomatoes_2,arx5_bimanual,40,12321,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_stack_tomatoes_3,arx5_bimanual,39,10280,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_stack_tomatoes_meeting_room,arx5_bimanual,20,4199,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_stir_liquid_inside_cup,arx5_bimanual,20,6597,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
Beegbrain/stack_two_cubes,so100,30,7652,"observation.images.realsense_side,observation.images.realsense_top"
villekuosmanen/agilex_straw_cafe_cup_l,arx5_bimanual,24,10017,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_straw_cafe_cup_m,arx5_bimanual,19,7461,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_straw_cafe_cup_s,arx5_bimanual,19,7951,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_stuckmahjong,arx5_bimanual,20,12960,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_swipe_the_letter,arx5_bimanual,20,13352,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_take_clothes_into_backpack,arx5_bimanual,16,3900,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_takemahjong,arx5_bimanual,19,16107,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_take_off_lid_of_ice_box,arx5_bimanual,20,9285,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_take_out_chips_from_packaging,arx5_bimanual,20,10514,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_take_out_glassescase_from_bag,arx5_bimanual,20,14638,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_takeout_insert_usb,arx5_bimanual,20,18200,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_take_out_pen_lid,arx5_bimanual,20,9759,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_take_out_spary_lid,arx5_bimanual,20,5089,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_take_out_tissue,arx5_bimanual,20,6201,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_take_sponge_from_box,arx5_bimanual,20,6935,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_tape_on_second_layer,arx5_bimanual,26,16692,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_tape_on_third_layer,arx5_bimanual,20,10918,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_tian_fold_cloth,arx5_bimanual,20,22565,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_tian_open_box_pick_bottle,arx5_bimanual,20,16869,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_tian_open_laptop_press_keyboard,arx5_bimanual,20,15415,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_tian_put_red_book_top,arx5_bimanual,21,22101,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_turn_off_light,arx5_bimanual,20,4924,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_turn_on_light,arx5_bimanual,20,4850,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_turn_over_foam_mahjong,arx5_bimanual,20,5099,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_unplug_charger,arx5_bimanual,20,9373,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_unplug_data_cable,arx5_bimanual,20,7132,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_unscrew_cap,arx5_bimanual,20,13955,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_unwind_charging_cable,arx5_bimanual,20,11017,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_unzip_the_bag,arx5_bimanual,20,5883,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_up_down_cube,arx5_bimanual,20,12276,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_wash_cup_1,arx5_bimanual,20,9385,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_wash_cup_2,arx5_bimanual,20,8424,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_wash_cup_3,arx5_bimanual,12,4032,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_wash_water,arx5_bimanual,21,11825,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_water_plant_1,arx5_bimanual,18,7947,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_water_plant_2,arx5_bimanual,19,7919,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_water_plant_4,arx5_bimanual,30,12555,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_wipe_cherry,arx5_bimanual,20,12778,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_wipe_desk,arx5_bimanual,20,5291,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_wipe_glass_water,arx5_bimanual,20,9384,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_wipe_laptop_water,arx5_bimanual,17,5149,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_wipe_table_b2f,arx5_bimanual,20,6862,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_wipe_table_f2b,arx5_bimanual,20,6289,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_wipe_table_l2r,arx5_bimanual,20,7758,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_wipe_table_l2r_avoid,arx5_bimanual,20,17932,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_wipe_table_r2l,arx5_bimanual,20,8249,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_wipe_table_r2l_avoid,arx5_bimanual,20,16326,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_wipe_whitboard_wdy,arx5_bimanual,37,20152,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_wipe_whiteboard,arx5_bimanual,20,10500,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_write_board_17,arx5_bimanual,20,10386,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_write_hi_whiteboard,arx5_bimanual,20,14087,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/agilex_zip_the_bag,arx5_bimanual,20,5149,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
LegrandFrederic/Orange-brick-lower-resolution,so-100,50,3229,"observation.images.main.left,observation.images.main.right,observation.images.secondary_0"
aractingi/pick_place_lego_cube_cropped_resized,so100,15,6801,"observation.images.wrist,observation.images.top"
Henry-Ellis/G1_ObjectPlacement_Dataset,Unitree_G1,210,98266,"observation.images.cam_left_high,observation.images.cam_right_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
villekuosmanen/pack_toothbrush,arx5,15,13845,"observation.images.front,observation.images.left_wrist,observation.images.right_wrist"
villekuosmanen/pack_electric_toothbrush,arx5,10,10681,"observation.images.front,observation.images.left_wrist,observation.images.right_wrist"
villekuosmanen/measure_cat_food,arx5,25,17341,"observation.images.front,observation.images.left_wrist,observation.images.right_wrist"
villekuosmanen/agilex_write_board_1_plus_1,arx5_bimanual,20,14761,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
relaxedandcalm/mcx_tracker_test1,mcx,15,8940,observation.images.first_cam
rgarreta/koch_pick_place_lego_v6,koch,51,16890,"observation.images.laptop,observation.images.phone"
HITHY/so100_peach,so100,50,12866,observation.images.laptop
Beegbrain/stack_blue_green_test,moss,30,13119,"observation.images.side,observation.images.back"
Beegbrain/put_green_into_blue_bin,moss,30,7342,"observation.images.side,observation.images.back"
Beegbrain/put_screwdriver_box,moss,30,9347,"observation.images.side,observation.images.back"
Beegbrain/align_three_pens,moss,30,11276,"observation.images.side,observation.images.back"
Beegbrain/stack_green_on_blue_cube,moss,30,7079,"observation.images.side,observation.images.back"
Beegbrain/align_cubes_green_blue,moss,30,14526,"observation.images.side,observation.images.back"
pepijn223/mobileso100_drive_forward6,mobile_so100,40,9590,"observation.images.mobile,observation.images.mobile2"
zaringleb/so100_cube_2,so100,15,4470,observation.images.cam_high
HITHY/so100_peach3,so100,100,26634,observation.images.laptop
HITHY/so100_peach4,so100,400,98409,observation.images.laptop
andreasBihlmaier/dual_arm_transfer_2025_02_16,so100,12,17428,"observation.images.webcam_1,observation.images.webcam_2,observation.images.webcam_3"
nuaajiaz/so100_test,so100,20,6725,"observation.images.laptop,observation.images.phone"
IPEC-COMMUNITY/nyu_franka_play_dataset_lerobot,franka,365,34448,"observation.images.image_additional_view,observation.images.image"
IPEC-COMMUNITY/ucsd_kitchen_dataset_lerobot,xarm,150,3970,observation.images.image
IPEC-COMMUNITY/dlr_edan_shared_control_lerobot,dlr_edan,104,8928,observation.images.image
IPEC-COMMUNITY/viola_lerobot,franka,135,68913,"observation.images.eye_in_hand_rgb,observation.images.agentview_rgb"
IPEC-COMMUNITY/jaco_play_lerobot,jaco_2,976,70127,"observation.images.image_wrist,observation.images.image"
IPEC-COMMUNITY/taco_play_lerobot,franka,3242,213972,"observation.images.rgb_static,observation.images.rgb_gripper"
IPEC-COMMUNITY/austin_sailor_dataset_lerobot,franka,240,353094,"observation.images.image,observation.images.wrist_image"
zaringleb/so100_cube_4_binary,so100,30,8059,observation.images.cam_high
unitreerobotics/G1_BlockStacking_Dataset,Unitree_G1,301,281196,"observation.images.cam_left_high,observation.images.cam_right_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
unitreerobotics/G1_CameraPackaging_Dataset,Unitree_G1,201,256253,"observation.images.cam_left_high,observation.images.cam_right_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
shreyasgite/so100_legocube_50,so100,50,20758,"observation.images.laptop,observation.images.phone"
unitreerobotics/G1_DualArmGrasping_Dataset,Unitree_G1,301,281196,"observation.images.cam_left_high,observation.images.cam_right_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
unitreerobotics/G1_MountCamera_Dataset,Unitree_G1,351,389708,"observation.images.cam_left_high,observation.images.cam_right_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
IPEC-COMMUNITY/austin_sirius_dataset_lerobot,franka,559,279939,"observation.images.wrist_image,observation.images.image"
IPEC-COMMUNITY/cmu_stretch_lerobot,hello_stretch,135,25016,observation.images.image
IPEC-COMMUNITY/iamlab_cmu_pickup_insert_lerobot,franka,631,146241,"observation.images.image,observation.images.wrist_image"
IPEC-COMMUNITY/furniture_bench_dataset_lerobot,franka,5100,3948057,"observation.images.image,observation.images.wrist_image"
unitreerobotics/G1_ObjectPlacement_Dataset,Unitree_G1,210,98266,"observation.images.cam_left_high,observation.images.cam_right_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
KeWangRobotics/piper_test_3,piper,100,38800,"observation.images.wrist,observation.images.top"
IPEC-COMMUNITY/dobbe_lerobot,hello_stretch,5208,1139911,observation.images.wrist_image
zijian2022/so100_test30,so100,50,14946,"observation.images.laptop,observation.images.phone"
andlyu/koch_test_45,koch,19,14631,"observation.images.base_left,observation.images.base_right,observation.images.arm_left,observation.images.arm_right"
FeiYjf/Hold_Pieces,so100,10,4990,"observation.images.left,observation.images.right"
unitreerobotics/Z1_DualArm_FoldClothes_Dataset,Unitree_Z1_Dual,83,293197,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
unitreerobotics/Z1_DualArm_PourCoffee_Dataset,Unitree_Z1_Dual,331,443144,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
dkdltu1111/koch_test3,koch,20,7627,"observation.images.laptop,observation.images.phone"
unitreerobotics/G1_ToastedBread_Dataset,Unitree_G1,418,352022,"observation.images.cam_left_high,observation.images.cam_right_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist"
shreyasgite/so100_base_env,so100,252,98999,"observation.images.laptop,observation.images.phone"
FeiYjf/Grab_Pieces,so100,87,45396,"observation.images.left,observation.images.right"
Deason11/so100_test_pick_and_place_50,so100,51,32631,"observation.images.laptop,observation.images.phone"
hegdearyandev/so100_eraser_cup_v1,so100,60,18145,"observation.images.webcam-0,observation.images.phone"
dkdltu1111/omx-bottle1,koch,50,22218,"observation.images.laptop,observation.images.phone"
jbraumann/so100_1902,so100,50,26170,"observation.images.laptop,observation.images.phone"
rgarreta/koch_pick_place_lego_v7,koch,50,16547,"observation.images.laptop,observation.images.phone"
triton7777/so100_dataset_mix,so100,65,66189,"observation.images.s_left,observation.images.s_right,observation.images.gripper,observation.images.top"
rgarreta/koch_pick_place_lego_v8,koch,50,14932,"observation.images.wrist,observation.images.lateral,observation.images.top"
airthebear/so100_test2,so100,15,8985,observation.images.laptop
RobotisSW/koch_imitation_learning_test_1,koch,10,2131,"observation.images.cam_high,observation.images.cam_front"
lalalala0620/koch_test,koch,20,6524,"observation.images.front,observation.images.phone"
lirislab/bimanual_scene1_take1,so100_bimanual,50,6249,"observation.images.front,observation.images.top"
Deason11/Open_the_drawer_to_place_items,so100,87,70951,"observation.images.laptop,observation.images.phone"
garySue/picking_wok,bi_ur5,50,9597,"observation.images.top_rgb,observation.images.left_rgb,observation.images.right_rgb"
IPEC-COMMUNITY/berkeley_cable_routing_lerobot,franka,1482,38240,"observation.images.top_image,observation.images.image,observation.images.wrist45_image,observation.images.wrist225_image"
IPEC-COMMUNITY/austin_buds_dataset_lerobot,franka,50,34112,"observation.images.image,observation.images.wrist_image"
liyitenga/so100_pick_taffy10,so100,22,13228,"observation.images.top,observation.images.left,observation.images.gripper"
relaxedandcalm/mcx_tracker_v2,mcx,15,6720,observation.images.first_cam
IPEC-COMMUNITY/cmu_play_fusion_lerobot,franka,576,235922,observation.images.image
zijian2022/so100_test3,so100,20,5976,"observation.images.laptop,observation.images.phone"
IPEC-COMMUNITY/berkeley_rpt_lerobot,franka,908,392578,observation.images.hand_image
villekuosmanen/pack_backpack,arx5,20,9467,"observation.images.front,observation.images.left_wrist,observation.images.right_wrist"
villekuosmanen/pair_up_socks,arx5,20,22600,"observation.images.front,observation.images.left_wrist,observation.images.right_wrist"
shin1107/koch_move_block_with_some_positions,koch,60,22569,"observation.images.top,observation.images.front"
IPEC-COMMUNITY/libero_goal_no_noops_lerobot,franka,428,52042,"observation.images.wrist_image,observation.images.image"
IPEC-COMMUNITY/libero_object_no_noops_lerobot,franka,454,66984,"observation.images.image,observation.images.wrist_image"
mikechambers/block_cup_5,so100,20,9559,"observation.images.main_cam,observation.images.secondary_cam"
Deason11/PLACE_TAPE_PUSH_DRAWER,so100,66,67407,"observation.images.laptop,observation.images.phone"
IPEC-COMMUNITY/berkeley_mvp_lerobot,xarm,480,45308,observation.images.hand_image
relaxedandcalm/mcx_tracker_virtual,mcx,15,6704,observation.images.first_cam
IPEC-COMMUNITY/berkeley_autolab_ur5_lerobot,ur5,896,87783,"observation.images.image,observation.images.hand_image"
IPEC-COMMUNITY/berkeley_fanuc_manipulation_lerobot,fanuc_mate,415,62613,"observation.images.wrist_image,observation.images.image"
IPEC-COMMUNITY/utaustin_mutex_lerobot,franka,1500,361883,"observation.images.image,observation.images.wrist_image"
IPEC-COMMUNITY/stanford_hydra_dataset_lerobot,franka,570,358234,"observation.images.image,observation.images.wrist_image"
BlobDieKatze/GrabBlocks,koch,100,32251,observation.images.laptop
zaringleb/so100_cube_5_linear,so100,50,13426,observation.images.cam_high
IPEC-COMMUNITY/libero_spatial_no_noops_lerobot,franka,432,52970,"observation.images.image,observation.images.wrist_image"
